,ISBN,Favourite-Generation,Book-Rating
82377,0743444965,millenial,10.0
82382,0743445600,genz,8.0
82390,0743446054,genx,10.0
82396,0743446135,genx,8.0
82402,0743446259,genx,8.5
82408,0743446291,genx,10.0
82413,0743446496,millenial,7.333333333333333
82418,0743446518,genz,5.0
82425,0743446526,millenial,7.5
82430,0743448219,genz,10.0
82437,0743448642,millenial,8.428571428571429
82444,0743448677,genx,8.333333333333334
82449,0743448944,millenial,7.666666666666667
82456,0743451414,genx,8.0
82463,0743451716,boomer+,9.0
82468,0743452631,genx,7.5
82474,0743452860,genx,9.0
82481,074345300X,boomer+,8.0
82484,0743453069,genz,10.0
82491,0743453255,millenial,7.0
82498,0743453344,genx,8.5
82502,0743453468,genz,8.0
82509,0743453476,millenial,7.0
82516,0743453484,genx,8.0
82522,0743453956,genx,8.0
82528,0743453972,genx,6.333333333333333
82535,0743454146,boomer+,9.0
82539,0743454502,millenial,9.0
82545,0743454510,millenial,9.0
82550,0743454529,genz,9.75
82557,0743455827,millenial,9.0
82562,0743455967,genz,9.5
82569,0743456173,millenial,7.0
82576,0743456181,genx,10.0
82582,0743456254,genx,9.0
82588,0743456335,genx,10.0
82592,0743456351,genz,8.0
82600,0743456378,genx,8.5
82604,0743456408,genz,8.0
82611,0743456645,millenial,8.5
82617,0743456653,millenial,7.0
82623,0743456866,millenial,8.142857142857142
82629,0743457269,millenial,8.8
82636,0743457358,genx,8.428571428571429
82642,0743457439,genx,8.0
82646,0743457463,genz,8.0
82653,0743457471,millenial,8.5
82659,0743457536,millenial,9.0
82666,0743457544,genx,8.0
82671,0743457781,millenial,7.4
82676,0743457870,genz,8.0
82683,0743457900,millenial,8.5
82690,0743457935,genx,8.5
82696,0743457943,genx,6.857142857142857
82702,0743457951,genx,8.0
82708,0743460529,genx,8.857142857142858
82713,0743463080,millenial,8.0
82720,0743463544,genx,8.0
82724,0743464451,genz,8.0
82732,074346446X,genx,9.0
82735,0743464672,youth,10.0
82740,0743464745,teenager,8.0
82750,0743464915,genx,10.0
82755,0743466519,millenial,7.5
82761,0743466527,millenial,8.0
82768,0743466756,genx,9.0
82774,0743467124,genx,8.0
82779,0743467302,millenial,9.0
82786,0743467426,genx,8.5
82788,0743467523,teenager,10.0
82794,0743467558,teenager,10.0
82804,0743467566,genx,8.25
82810,074346978X,genx,6.5
82813,0743469801,youth,9.0
82822,0743469836,genx,9.0
82829,0743469844,boomer+,10.0
82832,0743470389,genz,7.5
82840,0743470427,genx,9.0
82846,0743471113,genx,10.0
82850,0743471393,genz,10.0
82858,0743471555,genx,8.333333333333334
82862,0743474325,genz,10.0
82871,0743475488,boomer+,9.0
82875,0743476123,millenial,8.0
82880,074347628X,genz,9.5
82888,0743477081,genx,8.25
82890,0743477103,teenager,10.0
82899,074347712X,millenial,10.0
82907,0743477154,boomer+,10.0
82911,0743477316,millenial,9.0
82917,0743477448,millenial,6.5
82924,0743478967,genx,10.0
82926,0743480716,teenager,10.0
82934,0743483014,genz,7.5
82943,0743486226,boomer+,8.333333333333334
82947,0743490304,millenial,9.0
82953,0743490398,millenial,8.5
82959,0743500504,millenial,7.666666666666667
82966,0743520041,genx,10.0
82971,0743525841,millenial,7.0
82978,0745926290,genx,8.333333333333334
82983,0746048149,millenial,10.0
82988,0747232679,genz,10.0
82994,0747240752,genz,6.0
83002,0747250618,genx,8.0
83009,0747257574,boomer+,10.0
83013,0747257833,millenial,10.0
83019,0747260729,millenial,8.333333333333334
83022,0747264880,teenager,10.0
83033,0747266409,boomer+,9.0
83038,0747525722,genx,8.0
83044,0747526036,genx,8.0
83048,0747528977,genz,10.0
83054,0747541604,genz,9.0
83063,0747545634,boomer+,7.0
83068,0747549370,genx,10.0
83072,0747553181,genz,9.0
83078,0747557861,genz,7.0
83084,0749309423,genz,8.625
83091,0749320346,millenial,10.0
83098,0749336021,genx,7.5
83102,0749396660,genz,8.0
83107,0749732687,youth,7.0
83114,0749918241,genz,10.0
83120,0749919698,genz,8.666666666666666
83127,0749930721,millenial,8.0
83133,0749931116,millenial,7.0
83139,0749931892,millenial,7.333333333333333
83145,0749932058,millenial,7.25
83152,0750915943,genx,8.0
83157,0751500046,millenial,6.0
83163,0751501360,millenial,6.5
83168,0751501999,genz,8.0
83174,0751502014,genz,8.0
83179,0751503894,youth,10.0
83186,0751510114,genz,8.0
83194,0751514853,genx,8.0
83198,0751519782,genz,8.0
83205,0751533793,millenial,7.0
83210,0752801686,genz,10.0
83215,0752808753,youth,10.0
83222,0752809431,genz,9.0
83229,0752837109,millenial,6.0
83233,0752837192,youth,7.0
83241,0752837613,millenial,8.333333333333334
83247,0752837680,millenial,4.5
83251,075284332X,youth,9.0
83260,0752844059,genx,8.2
83264,0752844148,genz,9.0
83271,0752848062,millenial,9.0
83277,0752848224,millenial,7.8
83282,075285111X,genz,9.0
83291,0752853694,boomer+,10.0
83294,0753503921,genz,10.0
83300,0753806738,genz,7.666666666666667
83306,075531073X,genz,9.0
83314,075640004X,genx,9.0
83318,0756400082,genz,9.0
83325,0756400163,millenial,8.5
83329,0756400309,youth,10.0
83337,075640049X,millenial,8.333333333333334
83341,0756400589,youth,10.0
83349,0756400619,millenial,8.333333333333334
83355,0756400627,millenial,8.0
83362,0756400813,genx,8.5
83366,0756400856,genz,10.0
83372,0756401224,genz,10.0
83380,0756401313,genx,9.0
83385,0756401356,millenial,9.5
83391,0756401364,millenial,8.666666666666666
83398,0756401666,genx,10.0
83402,0757300065,genz,9.666666666666666
83408,0757300286,genz,8.0
83415,0758200366,millenial,8.0
83420,0758200846,genz,8.666666666666666
83426,0758200862,genz,10.0
83434,0758201346,genx,9.0
83439,0758201362,millenial,9.0
83444,075820230X,genz,10.0
83448,0758203330,teenager,8.0
83456,0758203381,genz,10.0
83462,0758203594,genz,10.0
83470,0758203888,genx,9.0
83475,0758204175,millenial,10.0
83482,0758204213,genx,8.5
83487,0758204280,millenial,7.5
83493,0758204310,millenial,9.0
83498,0758204787,genz,10.0
83504,0758205481,genz,9.0
83510,0758205589,genz,10.0
83517,0758205694,millenial,6.666666666666667
83523,0758206267,millenial,6.5
83528,0760700435,genz,8.333333333333334
83534,0760707251,genz,10.0
83541,0761100350,millenial,7.0
83549,0761101144,boomer+,10.0
83553,0761102426,millenial,8.333333333333334
83557,0761104844,youth,9.0
83566,0761107363,genx,8.0
83570,0761107568,genz,10.0
83577,0761109196,millenial,9.5
83583,0761110909,millenial,9.0
83589,0761117199,millenial,10.0
83597,076111937X,boomer+,9.0
83600,0761121323,genz,9.5
83607,0761123695,millenial,9.0
83613,0761128182,millenial,10.0
83618,0761129758,genz,9.0
83625,0761500278,millenial,9.0
83630,0761511571,genz,5.0
83638,0761513116,genx,10.0
83643,0761513698,millenial,8.5
83647,0761516735,youth,8.0
83656,0761517855,genx,7.5
83661,0761518118,millenial,10.0
83666,0761530878,genz,10.0
83673,0761537295,millenial,8.0
83681,0762102519,boomer+,8.0
83686,0762403004,genx,8.5
83690,0762406984,genz,9.333333333333334
83697,0762409533,millenial,10.0
83700,076360013X,teenager,9.0
83710,0763608106,genx,10.0
83715,0763609102,millenial,8.0
83722,0763614211,genx,10.0
83727,0763616052,millenial,9.5
83733,0763618292,millenial,9.666666666666666
83740,0763618985,genx,8.666666666666666
83744,0763623296,genz,10.0
83750,0764221760,genz,10.0
83758,0764221957,genx,9.0
83762,0764222112,genz,8.0
83770,0764222473,genx,10.0
83774,0764222511,genz,9.0
83781,0764223305,millenial,9.333333333333334
83787,0764223313,millenial,9.5
83794,0764226312,genx,9.0
83799,0764227173,millenial,8.666666666666666
83806,0764227270,genx,9.0
83812,0764228072,genx,10.0
83817,0764503545,millenial,7.25
83823,0764550039,millenial,7.666666666666667
83829,0764551302,millenial,7.666666666666667
83835,076455168X,millenial,9.0
83840,0765108674,genz,8.0
83847,0765300133,millenial,8.666666666666666
83851,0765300176,youth,8.0
83860,0765300265,genx,10.0
83866,0765300346,genx,10.0
83872,076530080X,genx,8.0
83877,0765301075,millenial,8.0
83882,0765301571,genz,9.5
83888,0765303418,genz,9.0
83896,0765303817,genx,9.0
83902,0765303884,genx,8.666666666666666
83908,0765304368,genx,8.0
83912,0765305224,genz,10.0
83920,0765307154,genx,8.666666666666666
83924,0765340054,genz,8.2
83932,0765340240,genx,8.0
83936,0765340291,genz,10.0
83943,0765340313,millenial,8.25
83947,0765340747,youth,8.0
83956,0765340771,genx,9.0
83959,0765341174,youth,9.0
83967,076534128X,millenial,9.0
83972,0765341301,genz,8.5
83980,0765341840,genx,10.0
83985,0765341972,millenial,6.7272727272727275
83989,0765342294,youth,10.0
83994,0765342308,teenager,9.0
84002,0765342405,genz,9.0
84010,0765342510,genx,7.5
84014,0765342529,genz,7.0
84019,0765342618,youth,7.0
84028,0765342987,genx,10.0
84032,0765343266,genz,9.75
84038,0765343436,genz,9.857142857142858
84044,0765344572,genz,8.0
84051,0765345005,millenial,8.75
84056,0765345013,genz,9.333333333333334
84063,0765345048,millenial,9.5
84068,0765345080,genz,9.0
84075,0765346435,millenial,6.5
84079,0765346524,youth,8.666666666666666
84087,0765346753,millenial,8.5
84093,0765347539,millenial,10.0
84099,0765349671,millenial,7.0
84104,0767900383,genz,8.142857142857142
84111,0767901266,millenial,8.5
84116,0767901576,genz,8.0
84123,0767901592,millenial,6.333333333333333
84129,0767901843,millenial,8.0
84134,0767902025,genz,10.0
84141,0767902041,millenial,6.333333333333333
84147,0767902076,millenial,7.6
84151,0767902335,youth,10.0
84159,0767902386,millenial,6.666666666666667
84166,0767902513,genx,9.2
84169,0767902521,youth,10.0
84177,0767902831,millenial,7.5
84184,076790284X,genx,8.0
84188,0767902890,genz,9.0
84194,0767902912,genz,8.0
84202,0767903196,genx,9.5
84207,0767903315,millenial,10.0
84214,0767903382,genx,8.666666666666666
84220,076790351X,genx,8.0
84226,0767903579,genx,7.333333333333333
84230,0767903595,genz,10.0
84237,0767903625,millenial,7.5
84244,0767903811,genx,8.0
84250,076790382X,genx,8.666666666666666
84256,0767903854,genx,9.333333333333334
84260,0767903862,genz,9.0
84268,076790396X,genx,7.5
84272,0767904095,genz,6.0
84278,0767904133,genz,8.0
84285,0767904141,millenial,7.0
84290,0767904427,genz,10.0
84296,0767904435,genz,9.5
84302,076790446X,genz,8.0
84308,0767904559,genz,9.0
84315,0767904656,millenial,8.0
84321,0767905172,millenial,9.2
84325,0767905180,youth,9.0
84333,0767905199,millenial,9.0
84337,0767905202,youth,9.0
84345,0767905288,millenial,8.75
84352,0767905318,genx,8.0
84355,0767905385,youth,9.0
84363,076790592X,millenial,8.666666666666666
84368,0767905938,genz,10.0
84374,0767906039,genz,7.666666666666667
84380,0767906314,genz,8.0
84388,0767906632,genx,9.0
84393,0767907140,millenial,7.0
84399,0767907450,millenial,7.5
84405,0767907809,millenial,9.333333333333334
84412,0767907817,genx,8.0
84416,0767908155,genz,8.0
84423,0767908171,millenial,9.0
84429,0767908198,millenial,8.166666666666666
84436,0767908260,genx,8.0
84441,0767908473,millenial,9.0
84447,0767908481,millenial,7.75
84453,0767910109,millenial,6.666666666666667
84459,0767910427,millenial,9.0
84465,0767912233,millenial,8.333333333333334
84470,0767912241,genz,9.0
84476,0767912357,genz,7.0
84482,0767912365,genz,10.0
84489,0767912918,millenial,9.0
84495,0767913000,millenial,7.454545454545454
84500,0767913701,genz,7.333333333333333
84504,0767913795,teenager,9.0
84513,0767913973,millenial,8.0
84520,076791404X,genx,8.5
84522,0767914767,teenager,10.0
84529,0767914848,youth,9.0
84536,0767915054,genz,8.0
84542,0767915062,genz,8.5
84547,0767915593,youth,7.5
84555,0767915747,millenial,8.0
84560,0767916069,genz,10.0
84567,0767917413,millenial,7.5
84573,0768420164,millenial,5.666666666666667
84578,0770422470,genz,9.0
84585,0770426182,millenial,7.75
84591,0771014899,millenial,8.0
84597,0771092113,millenial,10.0
84603,077109860X,millenial,7.333333333333333
84609,077109969X,millenial,9.0
84615,077109972X,millenial,8.0
84620,0771099886,genz,8.0
84627,0771099916,millenial,10.0
84632,0771099975,genz,8.0
84639,0773761756,millenial,8.5
84646,0778320057,genx,8.333333333333334
84651,0778320065,millenial,8.0
84659,0778320103,boomer+,9.0
84663,0778320111,millenial,9.0
84670,0778320197,genx,8.5
84676,0778320200,genx,9.0
84680,0778320227,genz,10.0
84687,0778320286,millenial,8.0
84694,0778320294,genx,10.0
84700,0778320359,genx,10.0
84705,0778320375,millenial,7.0
84711,0778320383,millenial,9.0
84718,0778320448,genx,10.0
84722,0778320480,genz,10.0
84730,077832057X,genx,10.0
84735,0778320790,millenial,9.5
84742,078144165X,genx,7.5
84747,0783548680,millenial,6.666666666666667
84754,0785211578,genx,10.0
84758,0785263535,genz,7.0
84767,0785264280,boomer+,10.0
84770,0785266917,genz,10.0
84776,0785268480,genz,10.0
84783,0785268839,millenial,10.0
84789,0785270493,millenial,7.75
84795,0785271708,millenial,8.0
84802,0785273425,genx,10.0
84808,0785274316,genx,10.0
84812,0785275266,genz,8.5
84820,0785282068,genx,10.0
84826,0785282475,genx,9.0
84831,0785717544,millenial,10.0
84837,078580871X,millenial,10.0
84843,0785813268,millenial,10.0
84848,0786000899,genz,6.0
84856,0786004509,genx,8.5
84861,0786006528,millenial,10.0
84867,0786010835,millenial,10.0
84872,078601086X,genz,8.0
84878,0786010924,genz,9.0
84885,0786011440,millenial,7.5
84891,0786011629,millenial,10.0
84897,0786011661,millenial,8.0
84903,0786011858,millenial,6.0
84910,0786011963,genx,8.0
84916,0786011998,genx,9.0
84921,0786012374,millenial,7.5
84927,0786012633,millenial,10.0
84934,0786012846,genx,8.5
84939,0786013109,millenial,9.0
84945,0786013230,millenial,10.0
84951,0786013567,millenial,9.0
84958,0786014059,genx,8.0
84963,0786014164,millenial,8.75
84970,0786014199,genx,7.0
84976,0786014202,genx,9.0
84981,0786014237,millenial,9.0
84987,0786014245,millenial,7.8
84991,078601427X,youth,6.0
85000,0786014474,genx,9.0
85005,0786014547,millenial,8.0
85011,078601475X,millenial,8.666666666666666
85017,0786014865,millenial,8.666666666666666
85024,0786014873,genx,8.5
85029,078601489X,millenial,9.0
85035,0786015233,millenial,3.0
85041,0786015241,millenial,10.0
85046,078601539X,genz,10.0
85052,0786015403,genz,10.0
85058,0786015411,genz,10.0
85065,078601542X,millenial,8.0
85071,0786015500,millenial,9.5
85078,078601556X,genx,10.0
85084,0786016051,genx,8.5
85089,0786702141,millenial,4.0
85096,078670621X,genx,8.666666666666666
85101,0786707429,millenial,7.5
85107,0786710829,millenial,8.0
85110,0786806532,teenager,8.5
85116,0786806540,teenager,9.0
85124,0786808012,genz,9.666666666666666
85129,0786808284,youth,9.0
85134,0786808551,teenager,10.0
85143,0786808772,millenial,7.6
85148,0786813180,genz,10.0
85152,0786817070,teenager,10.0
85160,0786817089,genz,8.333333333333334
85166,0786817879,genz,8.0
85170,078681859X,teenager,10.0
85178,0786818638,genz,10.0
85182,0786819146,teenager,10.0
85191,0786851473,millenial,10.0
85196,0786851481,genz,9.0
85202,0786860588,genz,8.0
85209,0786860987,millenial,8.5
85213,0786861347,youth,7.333333333333333
85220,0786861363,genz,9.0
85227,0786861541,millenial,8.25
85230,0786861592,teenager,10.0
85239,078686169X,millenial,10.0
85245,0786861827,millenial,9.333333333333334
85253,078686219X,boomer+,8.0
85258,0786862564,genx,9.0
85261,0786862572,youth,8.0
85268,078686298X,genz,10.0
85276,0786863005,genx,9.5
85281,078686303X,millenial,8.0
85286,0786863137,genz,8.0
85294,078686317X,genx,9.0
85299,0786863218,millenial,7.25
85305,0786863404,millenial,7.25
85311,078686351X,millenial,6.75
85317,0786863900,millenial,10.0
85322,0786863986,genz,10.0
85327,0786864133,youth,8.0
85336,0786864400,genx,8.0
85342,0786864516,genx,8.5
85347,0786864672,millenial,7.75
85353,0786864982,millenial,7.5
85360,0786865091,genx,6.5
85366,0786865482,genx,10.0
85370,0786865504,genz,9.0
85377,0786865520,millenial,7.5
85383,0786865636,millenial,8.0
85390,0786865644,genx,8.666666666666666
85395,0786865660,millenial,6.0
85399,0786866020,youth,10.0
85408,0786866039,genx,9.5
85413,0786866195,millenial,7.25
85417,0786866276,youth,9.0
85425,0786866462,millenial,9.0
85432,0786866470,genx,9.0
85438,0786866586,genx,7.6
85443,0786866772,millenial,8.5
85450,0786866845,genx,9.333333333333334
85455,0786867175,millenial,8.0
85462,0786867248,genx,8.25
85467,0786867256,millenial,10.0
85473,0786867345,millenial,10.0
85478,0786867647,genz,9.0
85486,0786867752,genx,8.0
85490,0786867787,genz,7.0
85496,0786867795,genz,9.0
85502,0786867906,genz,9.0
85508,0786868015,genz,9.25
85516,078686804X,genx,8.5
85522,0786868058,genx,8.0
85527,0786868104,millenial,7.0
85533,0786868139,millenial,8.0
85539,0786868155,millenial,9.0
85544,078686818X,genz,8.0
85553,0786868414,boomer+,10.0
85559,0786868430,boomer+,7.5
85564,0786868619,genx,10.0
85567,0786868716,youth,9.2
85574,0786869011,genz,10.0
85582,0786869054,genx,8.5
85586,0786869216,genz,8.0
85592,0786880007,genz,8.0
85600,0786880708,genx,10.0
85606,078688097X,genx,9.0
85610,0786881046,genz,7.5
85618,0786881275,genx,7.0
85624,0786881852,genx,7.785714285714286
85627,0786881887,youth,8.0
85634,078688200X,genz,10.0
85640,0786882573,genz,8.333333333333334
85648,078688262X,genx,9.0
85652,0786883219,genz,10.0
85659,0786883367,millenial,6.571428571428571
85665,0786883375,millenial,7.0
85672,0786884142,genx,7.0
85677,0786884207,millenial,9.0
85682,0786884592,genz,10.0
85690,0786884622,genx,9.0
85695,0786884649,millenial,6.5
85701,078688505X,millenial,8.0
85707,0786885416,millenial,7.5
85713,0786885688,millenial,7.647058823529412
85717,0786885777,youth,9.0
85727,0786885912,boomer+,10.0
85731,078688598X,millenial,9.0
85738,0786886021,genx,7.5
85744,0786886307,genx,9.0
85750,0786886323,genx,8.5
85754,0786886463,genz,8.428571428571429
85761,0786886994,millenial,9.333333333333334
85767,0786887060,millenial,6.8
85773,0786887583,millenial,8.0
85780,0786887842,genx,8.0
85784,0786888067,genz,8.4
85791,0786888083,millenial,7.0
85798,078688813X,genx,9.0
85802,0786888245,genz,7.0
85808,0786888474,genz,10.0
85814,0786888482,genz,10.0
85821,078688861X,millenial,7.5
85826,0786888741,genz,10.0
85834,0786889004,genx,7.6
85839,0786889020,millenial,7.166666666666667
85846,0786889039,genx,7.0
85851,0786889047,millenial,7.5
85858,0786889055,genx,9.5
85863,078688908X,millenial,9.5
85869,0786889098,millenial,3.5
85874,0786889101,genz,10.0
85880,0786889152,genz,9.0
85887,0786889160,millenial,9.0
85894,0786889179,genx,9.0
85900,0786889187,genx,8.5
85902,0786889209,teenager,9.0
85911,0786889284,millenial,8.0
85917,0786889306,millenial,5.666666666666667
85923,0786889322,millenial,9.0
85931,0786889349,boomer+,9.0
85934,0786889373,genz,8.5
85941,078688939X,millenial,7.2
85945,0786889411,youth,9.0
85953,078688942X,millenial,10.0
85960,0786889543,genx,8.0
85967,0786889551,boomer+,9.0
85970,0786889608,genz,9.0
85977,0786889616,millenial,10.0
85982,0786889624,genz,9.0
85989,0786889632,millenial,6.5
85995,0786889667,millenial,6.0
86001,0786889691,millenial,9.5
86007,0786889756,millenial,7.0
86013,0786889780,millenial,9.0
86019,0786889837,millenial,8.0
86026,0786890002,genx,8.0
86031,0786890037,millenial,6.0
86036,0786890088,genz,9.0
86044,0786890169,genx,7.0
86047,0786890371,youth,9.0
86054,0786890436,genz,7.125
86060,0786890444,genz,9.0
86067,0786902604,millenial,8.0
86072,0786902620,genz,7.333333333333333
86078,0786902647,genz,7.333333333333333
86084,0786913142,genz,8.0
86091,0786913886,millenial,9.0
86097,0786914041,millenial,9.0
