,Book-Title-Length,Book-Author,Book-Publisher,Publication-Era,Favourite-Generation
15827,5,Clive Barker,Tor Books,1980s-1990s,boomer+
15828,2,Charlotte Bronte,Tor Books,1980s-1990s,genz
15829,5,Susan Conant,Berkley Publishing Group,1980s-1990s,millenial
15830,4,Martin Luther King,Signet Book,1980s-1990s,millenial
15831,5,Susan Sontag,Anchor,1980s-1990s,millenial
15832,2,DANI SHAPIRO,Knopf,>=2000,millenial
15833,4,Margaret Truman,Random House Inc,1980s-1990s,boomer+
15834,4,Susan Straight,Anchor Books/Doubleday,>=2000,boomer+
15835,1,Homer,Dorset Press,1980s-1990s,millenial
15836,5,Richard Branson,Virgin Books,1980s-1990s,genz
15837,3,Keith Ablow,St. Martin's Paperbacks,>=2000,genx
15838,3,Elizabeth Ann Scarborough,Ace Books,1980s-1990s,genx
15839,5,Andrea Camilleri,Sellerio,1980s-1990s,youth
15840,9,David Brock,Crown Publishers,>=2000,boomer+
15841,6,Neil Humphreys,Times Editions,>=2000,millenial
15842,4,Douglas Preston,Warner Books,>=2000,genx
15843,1,P. J. Tracy,Signet Book,>=2000,genz
15844,3,J. D. Robb,Putnam Publishing Group,>=2000,youth
15845,3,Hsu-Ming Teo,Allen & Unwin,>=2000,millenial
15846,5,Josey Vogels,Thomas Allen & Son,>=2000,millenial
15847,9,Sinclair Ross,New Canadian Library,1980s-1990s,genz
15848,1,Dean R. Koontz,Putnam Pub Group,1980s-1990s,millenial
15849,5,D. H. Lawrence,Penguin Books,1980s-1990s,millenial
15850,4,Da Chen,Anchor Books/Doubleday,>=2000,millenial
15851,2,Franz Kafka,Fischer Taschenbuch Verlag,1980s-1990s,youth
15852,14,Bertrand Russell,Touchstone,before 1980s,genz
15853,2,Daniel Clowes,Fantagraphics Books,>=2000,genz
15854,13,Jeffrey Steingarten,Alfred A. Knopf,1980s-1990s,millenial
15855,6,G. K. Chesterton,NTC/Contemporary Publishing Company,1980s-1990s,millenial
15856,2,Sue Miller,Harpercollins,1980s-1990s,genx
15857,9,Laurence Yep,Pleasant Company Publications,>=2000,genz
15858,2,Mike Resnick,Tor Books,1980s-1990s,genz
15859,4,Shirley MacLaine,Bantam Books,1980s-1990s,millenial
15860,9,Richard Peck,Puffin Books,>=2000,genx
15861,4,Nora Roberts,Jove Books,>=2000,genx
15862,4,Calvin Trillin,Random House,>=2000,millenial
15863,6,Ian Rankin,St. Martin's Press,1980s-1990s,genx
15864,10,Ian Rankin,St. Martin's Minotaur,>=2000,genx
15865,4,Bruce Sterling,Ace Books,1980s-1990s,genz
15866,9,Matt Ridley,HarperCollins Publishers,>=2000,genx
15867,4,Sharon Shinn,Ace Books,>=2000,youth
15868,7,Christopher Pike,Simon Pulse,1980s-1990s,youth
15869,1,Tonya Pines,Scholastic,1980s-1990s,millenial
15870,6,Rachel Caine,Roc,>=2000,genx
15871,5,Rudyard Kipling,Penguin Books,1980s-1990s,genz
15872,6,Espido Freire,"Editorial Planeta, S.A. (Barcelona)",1980s-1990s,genz
15873,3,Robert Wilson,Goldmann,>=2000,millenial
15874,19,Caroll Spinney,Villard Books,>=2000,genz
15875,7,Taschen America,Taschen,>=2000,millenial
15876,1,Liz Curtis Higgs,Multnomah,>=2000,millenial
15877,13,Bernard Lewis,Perennial,>=2000,genx
15878,3,Sharyn McCrumb,Ballantine Books,1980s-1990s,genx
15879,3,Christopher Bram,Plume Books,1980s-1990s,genx
15880,2,Sheri Reynolds,Berkley Publishing Group,1980s-1990s,millenial
15881,6,Will Self,Bloomsbury Publishing PLC,1980s-1990s,genz
15882,1,Nan McCarthy,Addison-Wesley Pub Co (C),1980s-1990s,genz
15883,6,Joan Bauer,Putnam Publishing Group,>=2000,genx
15884,4,Bernard Cornwell,HarperTorch,1980s-1990s,genx
15885,3,Gregory Ward,McArthur Publishing,>=2000,millenial
15886,6,Margaret Laurence,University of Chicago Press,1980s-1990s,genx
15887,1,James Alan Gardner,Eos,>=2000,genz
15888,7,India Edghill,Picador USA,>=2000,millenial
15889,3,Catherine Clark,HarperTempest,>=2000,genz
15890,4,L'Engle Madelein,Laurel-Leaf Books,1980s-1990s,youth
15891,5,Ben Bova,Bantam Books,1980s-1990s,genx
15892,4,Paul D. Tieger,Little Brown & Co,1980s-1990s,genz
15893,7,Agatha Christie,Berkley Publishing Group,>=2000,genx
15894,4,Richard B. Wright,HarperCollins,>=2000,millenial
15895,2,Joy Fielding,Dell Publishing Company,1980s-1990s,teenager
15896,4,Peter Hoeg,Bantam Books,1980s-1990s,millenial
15897,2,Stephen King,Signet Book,1980s-1990s,teenager
15898,4,RenÃ?ÃÂ© Barjavel,Pocket,1980s-1990s,teenager
15899,2,Char Loving,Sixth&Spring Books,>=2000,youth
15900,5,Roddy Doyle,Penguin Books,1980s-1990s,genz
15901,5,Jim Heimann,Client Distribution Services,>=2000,millenial
15902,3,David Baldacci,Warner Books,>=2000,millenial
15903,13,Dave Pelzer,Dutton Books,>=2000,teenager
15904,2,Anne Perry,Fawcett Books,1980s-1990s,genx
15905,4,Renate Dorrestein,Viking Penguin Inc,>=2000,genx
15906,3,Augusten Burroughs,Picador USA,>=2000,millenial
15907,4,Barbara Delinsky,Mira,>=2000,millenial
15908,4,Gail Tsukiyama,St. Martin's Press,1980s-1990s,genx
15909,4,Nevada Barr,Berkley Publishing Group,>=2000,genx
15910,12,Sark,Fireside,1980s-1990s,millenial
15911,3,Frances Hodgson Burnett,Signet Classics,1980s-1990s,millenial
15912,4,John Irving,Harpercollins Childrens Books,1980s-1990s,millenial
15913,1,F. Paul Wilson,Tor Books,1980s-1990s,millenial
15914,5,Joseph Skibell,Berkley Publishing Group,1980s-1990s,millenial
15915,6,Margaret George,St. Martin's Press,1980s-1990s,millenial
15916,1,Ben Bova,St Martins Pr,>=2000,genz
15917,7,Juliet Marillier,Tor Fantasy,>=2000,genz
15918,13,Juliet Marillier,Tor Books,>=2000,genz
15919,8,Agatha Christie,Berkley Publishing Group,1980s-1990s,genx
15920,6,Diane Ackerman,Random House Inc,1980s-1990s,genx
15921,8,Leora Tanenbaum,Perennial,>=2000,genz
15922,5,Tom Robbins,Houghton Mifflin,before 1980s,genx
15923,3,Anna Thomas,Vintage Books USA,before 1980s,genz
15924,1,Will Huygen,Harry N Abrams,before 1980s,boomer+
15925,10,Scott Cunningham,Llewellyn Publications,1980s-1990s,youth
15926,17,Zsuzsanna E. Budapest,HarperSanFrancisco,1980s-1990s,millenial
15927,3,Lance Armstrong,Broadway,>=2000,genx
15928,5,Daniel Pennac,Gallimard,1980s-1990s,genz
15929,1,J. D. Salinger,Pocket (FR),>=2000,millenial
15930,2,Piers Anthony,Harper Mass Market Paperbacks (Mm),1980s-1990s,millenial
15931,11,Greg Bear,Tor Books,1980s-1990s,genz
15932,4,Gwen Shamblin,Doubleday Books,1980s-1990s,genx
15933,9,Tommy Tenney,Destiny Image Publishers,1980s-1990s,millenial
15934,8,Phil Jackson,Hyperion,1980s-1990s,genz
15935,3,Stanley Karnow,Penguin USA,1980s-1990s,genx
15936,8,Stephen W. Hawking,Bantam Books,1980s-1990s,millenial
15937,10,John W. Dean,"Little, Brown",>=2000,boomer+
15938,7,Lana Witt,Scribner,1980s-1990s,millenial
15939,7,ERIC GARCIA,Villard,>=2000,genx
15940,4,Larry Wall,O'Reilly,1980s-1990s,genz
15941,1,Alexandra Raife,Onyx Books,1980s-1990s,genx
15942,17,Edain McCoy,Llewellyn Publications,1980s-1990s,genz
15943,1,Hermann Hesse,"Plaza & Janes Editores, S.A.",1980s-1990s,genz
15944,5,RUTH RENDELL,Dell,>=2000,millenial
15945,13,Alice Gray,Multnomah,>=2000,youth
15946,13,"Spencer, Md. Johnson",Putnam Publishing Group,>=2000,youth
15947,17,Kay Allenbaugh,Fireside,>=2000,teenager
15948,5,Brian Jacques,Ace Books,>=2000,teenager
15949,6,Catherine Millet,Anagrama,>=2000,millenial
15950,3,MARIO BENEDETTI,Sudamericana,>=2000,genx
15951,5,Higgins Clark,LGF,1980s-1990s,genz
15952,3,Zora Neale Hurston,Perennial,1980s-1990s,genx
15953,5,Jane Austen,Oxford University Press,1980s-1990s,genz
15954,2,May Sarton,W. W. Norton & Company,1980s-1990s,genx
15955,2,Ayn Rand,Plume Books,1980s-1990s,genz
15956,1,Robert Harris,Random House Inc,1980s-1990s,millenial
15957,5,M. Morgan,Fabbri - RCS Libri,1980s-1990s,genz
15958,2,Petra Hammesfahr,Rowohlt Tb.,>=2000,millenial
15959,7,JAMES WELCH,Anchor,>=2000,genx
15960,9,Louis V. Gerstner Jr.,HarperBusiness,>=2000,youth
15961,1,MICHAEL PALMER,Bantam,>=2000,genx
15962,2,Sam Brown,Baen,1980s-1990s,genx
15963,3,Sherryl Woods,Mira,>=2000,genx
15964,4,Linda Fairstein,Scribner,>=2000,genx
15965,5,Susan Wittig Albert,Berkley Hardcover,>=2000,genx
15966,5,Robin Cook,Signet Book,before 1980s,millenial
15967,12,Carolyn Hart,William Morrow,>=2000,genx
15968,9,Thomas J Peters,Warner Books,1980s-1990s,millenial
15969,4,Henning Mankell,Dtv,>=2000,genz
15970,3,Camilo Jose Cela,Aguilar Aguilar,1980s-1990s,genz
15971,5,Follet,Plaza & Janes Editor,1980s-1990s,millenial
15972,3,Terry Pratchett,HarperTorch,1980s-1990s,genz
15973,6,E. L. Doctorow,Houghton Mifflin Co,>=2000,millenial
15974,6,Rachel Naomi Remen,Riverhead Books,1980s-1990s,millenial
15975,8,Lynn Gordon,Chronicle Books,1980s-1990s,genx
15976,5,Dominick Dunne,Three Rivers Press (CA),>=2000,genx
15977,2,Danielle Crittenden,Warner Books,>=2000,millenial
15978,4,Stephen King,Audioworks,1980s-1990s,genz
15979,1,Ridley Pearson,St. Martin's Press,1980s-1990s,genx
15980,2,Alice Hoffman,Berkley Publishing Group,1980s-1990s,genz
15981,2,Anne Tyler,Ballantine Books,1980s-1990s,millenial
15982,7,Lee Smith,Ballantine Books,1980s-1990s,genx
15983,6,W. H. Auden,Unknown Publisher - Being Researched,1980s-1990s,millenial
15984,5,Helen Fielding,Penguin Books,>=2000,genz
15985,2,Patrick Redmond,Hyperion,1980s-1990s,millenial
15986,1,Larry Watson,Atria,>=2000,millenial
15987,8,Dorothy Allison,Dutton Books,1980s-1990s,millenial
15988,10,Suzanne O'Malley,Simon & Schuster,>=2000,genx
15989,1,Elizabeth Gage,Mira,1980s-1990s,millenial
15990,5,Jessica Fletcher,Signet Book,1980s-1990s,teenager
15991,13,Bruce Feiler,Perennial,>=2000,millenial
15992,10,Martha Grimes,Onyx Books,>=2000,millenial
15993,12,Janette Oke,Bethany House Publishers,1980s-1990s,millenial
15994,9,Selma Eichler,Signet Book,>=2000,millenial
15995,13,A. C. Bhaktivedanta Swami Prabhupada et al.,Bhaktivedanta Book Trust,1980s-1990s,genz
15996,11,Elaine Koster,Signet Book,1980s-1990s,genz
15997,8,Jean Marzollo,Cartwheel Books,1980s-1990s,genx
15998,6,Mary Daheim,Avon,1980s-1990s,millenial
15999,4,Diane Duane,Aspect,>=2000,genx
16000,4,Naomi Kritzer,Bantam Books,>=2000,millenial
16001,7,Primo Levi,Einaudi,1980s-1990s,genz
16002,4,W.P. Kinsella,Ballantine Books,1980s-1990s,millenial
16003,6,Julie Kaewert,Crimeline,>=2000,millenial
16004,2,William Shakespeare,Penguin USA (Paper),1980s-1990s,genx
16005,3,Tennessee Williams,Signet Book,1980s-1990s,millenial
16006,1,Nicholas Pileggi,Pocket,1980s-1990s,genz
16007,4,Max Lucado,W Publishing Group,1980s-1990s,millenial
16008,6,Sara Henderson,Pan MacMillan Publishers Australia,1980s-1990s,genz
16009,7,Better Homes and Gardens,Meredith Books,1980s-1990s,boomer+
16010,8,Mildred D. Taylor,Puffin Books,1980s-1990s,genz
16011,6,Bill Willingham,DC Comics,>=2000,genz
16012,8,Scott Cunningham,Llewellyn Publications,1980s-1990s,boomer+
16013,6,Neil Gaiman,DC Comics,1980s-1990s,genz
16014,18,Brian Patrick O'Donoghue,Vintage Books USA,1980s-1990s,genx
16015,2,Gerald A. Browne,Berkley Pub Group,1980s-1990s,genx
16016,16,Mary Summer Rain,Atria,1980s-1990s,millenial
16017,4,Sharon Kay Penman,Ballantine Books,1980s-1990s,genz
16018,2,Mark Costello,Harvest Books,>=2000,millenial
16019,4,Lee Wade,Little Simon,1980s-1990s,millenial
16020,18,Julia Butterfly Hill,Harper San Francisco,>=2000,genz
16021,3,Joanne Bertin,Tor Books,>=2000,genz
16022,5,Tom Hegg,Waldman House Press,1980s-1990s,genx
16023,4,Jean Stone,Bantam Books,1980s-1990s,genx
16024,8,Pablo Neruda,Chronicle Books Llc,1980s-1990s,millenial
16025,3,DEBI GLIORI,Yearling,>=2000,teenager
16026,5,Barbara Delinsky,Simon & Schuster,>=2000,genx
16027,3,Piers Anthony,Del Rey Books,1980s-1990s,millenial
16028,4,E. M. Forster,Vintage Books USA,1980s-1990s,millenial
16029,2,W. E. B. Griffin,Putnam Publishing Group,>=2000,boomer+
16030,4,William Lashner,William Morrow,>=2000,genz
16031,2,ANNE PERRY,Ballantine Books,>=2000,millenial
16032,3,Gordon R. Dickson,Tor Books,1980s-1990s,genz
16033,2,Miriam Grace Monfredo,Berkley Publishing Group,1980s-1990s,millenial
16034,9,Stephen R. Donaldson,Del Rey Books,1980s-1990s,millenial
16035,2,Robert K. Tanenbaum,Atria Books,>=2000,millenial
16036,11,Rosemary Edghill,Daw Books,1980s-1990s,genz
16037,3,John Martel,Onyx Books,>=2000,millenial
16038,6,Stephen R. Lawhead,Eos,1980s-1990s,genx
16039,4,C. Dale Brittain,Baen,1980s-1990s,genx
16040,7,James White,Tor Books (Mm),1980s-1990s,genx
16041,10,Candy Halliday,Harlequin,>=2000,teenager
16042,5,George Orwell,Harvest Books,before 1980s,genz
16043,9,Albert Camus,Vintage Books USA,1980s-1990s,genz
16044,3,Philip K. Dick,Vintage Books USA,1980s-1990s,genz
16045,1,Margaret Ball,Baen,1980s-1990s,millenial
16046,7,Peter Hessler,Perennial,>=2000,genz
16047,1,Jim Brown,Ballantine Books,>=2000,genx
16048,4,George Eliot,Penguin Books Ltd,1980s-1990s,genz
16049,3,Tracey Ullman,Hyperion Books,1980s-1990s,millenial
16050,5,Tony Hawks,Ebury Press,>=2000,genz
16051,5,Jonathan Franzen,Picador,>=2000,genz
16052,4,William Kent Krueger,Pocket Star,>=2000,millenial
16053,2,Daniel Defoe,Penguin USA (Paper),1980s-1990s,boomer+
16054,15,Stephen E. Ambrose,Simon & Schuster,1980s-1990s,genx
16055,2,John Katzenbach,Ballantine Books,>=2000,genz
16056,5,Kate Bridges,Harlequin,>=2000,genx
16057,7,Trinka Hakes Noble,Dial Books,1980s-1990s,genx
16058,6,Jo Beverley,Kensington Publishing Corporation,1980s-1990s,genx
16059,2,Kristine Grayson,Zebra Books,>=2000,millenial
16060,4,Linda Jones,Love Spell,1980s-1990s,millenial
16061,3,Larry Niven,Pocket,1980s-1990s,millenial
16062,3,Jayne Ann Krentz,Silhouette,>=2000,millenial
16063,10,Sean Hannity,Regan Books,>=2000,genx
16064,3,Suzann Ledbetter,Mira,>=2000,millenial
16065,10,Thomas Helm,Signet Book,>=2000,millenial
16066,8,Prelude Pr,St Martins Pr,1980s-1990s,millenial
16067,4,Euripides,Bantam,1980s-1990s,genz
16068,9,George Lucas,Bantam Books,1980s-1990s,genz
16069,2,Albert Camus,Vintage Books USA,before 1980s,millenial
16070,13,Paul Devereux,Vega Books,>=2000,millenial
16071,3,Steven Boyett,Ace Books,1980s-1990s,youth
16072,3,Bud Macfarlane Jr.,Saint Jude Media,1980s-1990s,millenial
16073,1,Bill Broady,Trafalgar Square,>=2000,genx
16074,3,James Clavell,Delacorte Press/Eleanor Friede,1980s-1990s,genx
16075,1,Metsy Hingle,Mira,>=2000,millenial
16076,4,Barbara Taylor Bradford,HarperTorch,1980s-1990s,millenial
16077,10,Bruce Sterling,Spectra Books,1980s-1990s,millenial
16078,6,V. C. Andrews,Pocket,1980s-1990s,genz
16079,5,Linda Howard,Silhouette,>=2000,youth
16080,9,Marc Abrahams,Dutton Books,>=2000,millenial
16081,8,Peter L.  Bernstein,Wiley,1980s-1990s,millenial
16082,11,Barry Maitland,Penguin Books,>=2000,genx
16083,10,Katharine T. Alvord,New Society Publishers,>=2000,genz
16084,4,Michael McClelland,Pocket Star,>=2000,millenial
16085,3,Sharon Creech,Joanna Cotler,>=2000,youth
16086,1,Thomas Harris,"Editorial Grijalbo, S.A. de C.V.",1980s-1990s,genz
16087,3,VLADIMIR NABOKOV,Vintage,1980s-1990s,genz
16088,7,Judy Ritchie,Hugh Lauter Levin Associates,>=2000,millenial
16089,1,T. J. MacGregor,Kensington Publishing Corporation,>=2000,millenial
16090,2,Howard Kaminsky,St. Martin's Press,>=2000,genx
16091,8,Paul Theroux,Ivy Books,1980s-1990s,boomer+
16092,2,Tony Hillerman,Harpercollins,1980s-1990s,genx
16093,2,Robert W. Walker,Jove Books,>=2000,millenial
16094,2,ELIZABETH GEORGE,Bantam,>=2000,genx
16095,3,Anne McCaffrey,Berkley Pub Group,1980s-1990s,genx
16096,3,Ursula K. Le Guin,Eos,1980s-1990s,millenial
16097,2,Charles Palliser,Washington Square Press,>=2000,millenial
16098,13,The American Poetry & Literacy Project,Dover Publications,1980s-1990s,genz
16099,4,M. C. Beaton,Warner Books,>=2000,genx
16100,2,Jennifer Armstrong,Scholastic,1980s-1990s,millenial
16101,4,Pam Young,Warner Books,1980s-1990s,millenial
16102,16,Lewis Carroll,Oxford University Press,1980s-1990s,genz
16103,1,Michel Houellebecq,List Taschenbuchverlag,>=2000,genz
16104,8,John le Carre,Scribner,>=2000,millenial
16105,6,Homer Hickam,Bantam Dell Pub Group,1980s-1990s,genx
16106,3,Dan Brown,Corgi Adult,>=2000,genz
16107,15,Rupert Sheldrake,Three Rivers Press (CA),>=2000,genz
16108,6,James Herriot,St. Martin's Press,1980s-1990s,millenial
16109,4,Stephen Jay Gould,W. W. Norton & Company,1980s-1990s,genx
16110,17,Deniece Schofield,Betterway Books,1980s-1990s,genx
16111,2,Agatha Christie,Distribooks Inc,1980s-1990s,genz
16112,2,Peter T. Deutermann,Hambledon & London,1980s-1990s,genx
16113,3,Ridley Pearson,Hyperion Books,1980s-1990s,genx
16114,8,Margaret Weis,Wizards of the Coast,>=2000,millenial
16115,7,David Koenig,Bonaventure Press.,1980s-1990s,genz
16116,5,Tobias Wolff,Grove Press,>=2000,genz
16117,5,Tad Williams,Daw Books,1980s-1990s,genz
16118,3,William J Coughlin,St. Martin's Press,1980s-1990s,genz
16119,3,David Hunt,Berkley Publishing Group,1980s-1990s,millenial
16120,1,Clyde Edgerton,Ballantine Books,1980s-1990s,millenial
16121,4,Robert A. Heinlein,Ballantine Books,1980s-1990s,millenial
16122,2,JAMES GLEICK,Pantheon,>=2000,genx
16123,4,Stephen King,Ullstein Tb,>=2000,millenial
16124,9,Dawn J. Ranck,Good Books,>=2000,millenial
16125,3,Willie Morris,Vintage Books USA,1980s-1990s,millenial
16126,8,Stephen King,Signet Book,1980s-1990s,millenial
16127,2,Wilbur Smith,St. Martin's Paperbacks,>=2000,genx
16128,6,G.M. Ford,Avon,1980s-1990s,millenial
16129,5,Larry McMurtry,Simon & Schuster,1980s-1990s,millenial
16130,13,Jeffrey Hollender,Quill,1980s-1990s,millenial
16131,4,Dorothy J. Heydt,Daw Books,1980s-1990s,millenial
16132,2,Katie Macalister,Leisure Books,>=2000,genx
16133,6,Mercedes Lackey,Daw Books,>=2000,genx
16134,4,Madeleine L'Engle,"Farrar, Straus and Giroux (BYR)",before 1980s,genz
16135,5,Ellis Peters,Fawcett Books,1980s-1990s,genx
16136,2,Larry Niven,Baen,1980s-1990s,genz
16137,5,Andre Norton,Daw Books,1980s-1990s,millenial
16138,5,Robert Heinlein,Fawcett Books,1980s-1990s,genz
16139,3,Jose Saramago,"Alfaguara Ediciones, S.A. (Spain)",>=2000,teenager
16140,2,Frederic Bastiat,Foundation for Economic Education,1980s-1990s,millenial
16141,4,George Orwell,Destino Ediciones,1980s-1990s,millenial
16142,4,Pearl Buck,LGF,before 1980s,youth
16143,10,Michael McGarrity,Dutton Books,>=2000,genx
16144,3,Colin Higgins,Gallimard,1980s-1990s,millenial
16145,5,Larcenet,Dargaud,>=2000,genz
16146,10,Terry Pratchett,Heyne,>=2000,genz
16147,2,P. Craig Russell,Last Gasp,>=2000,genz
16148,5,Neil Gaiman,DC Comics,1980s-1990s,genz
16149,3,"Thomas, Sir Malory",Oxford University Press,before 1980s,millenial
16150,5,Martha C. Lawrence,St. Martin's Minotaur,>=2000,genz
16151,4,Marcia Evanick,Zebra Books,>=2000,genx
16152,1,Terry Pratchett,McClelland & Stewart Ltd,1980s-1990s,genx
16153,10,Jane Haddam,St. Martin's Minotaur,>=2000,millenial
16154,8,Peter Robinson,Pan Macmillan,>=2000,genz
16155,11,James Joyce,Penguin Books,>=2000,genz
16156,3,C. S. Friedman,Daw Books,>=2000,genz
16157,1,Janell Cannon,Harcourt Children's Books,1980s-1990s,genx
16158,8,Vicki  Lansky,McGraw-Hill/Contemporary Books,1980s-1990s,genx
16159,1,Mary Wollstonecraft Shelley,Tor Books,1980s-1990s,genz
16160,9,Chuck Klosterman,Scribner,>=2000,genz
16161,5,Stephen Jay Gould,W. W. Norton & Company,1980s-1990s,genx
16162,2,Sagan,Not Avail,1980s-1990s,genx
16163,4,Joseph Campbell,Bantam Books,1980s-1990s,millenial
16164,15,Laurel Thatcher Ulrich,Vintage Books USA,1980s-1990s,genz
16165,11,Lao Toai-Toai Ning,Stanford University Press,1980s-1990s,genz
16166,7,Hermann Hesse,Penguin Books,1980s-1990s,millenial
16167,5,Douglas Adams,Random House Value Pub,1980s-1990s,genz
16168,10,Howard Zinn,Perennial Classics,>=2000,millenial
16169,7,John de Lancie,Star Trek,1980s-1990s,genz
16170,4,Mark Twain,Perennial,1980s-1990s,millenial
16171,4,Peter Harry Brown,Penguin USA,1980s-1990s,millenial
16172,4,Bram Stoker,Penguin Books Ltd,1980s-1990s,youth
16173,6,Geoffrey Chaucer,Dover Publications,1980s-1990s,youth
16174,1,A.C. Crispin,Pocket Books,1980s-1990s,millenial
16175,6,Peter David,Star Trek,1980s-1990s,millenial
16176,8,Peter David,Star Trek,>=2000,millenial
16177,8,Peter David,Star Trek,>=2000,millenial
16178,8,Peter David,Star Trek,>=2000,genz
16179,9,Nathaniel Hawthorne,Penguin Books,1980s-1990s,genx
16180,3,Andy McNab,Bantam Doubleday Dell,1980s-1990s,boomer+
16181,2,Naguib Mahfouz,Anchor,1980s-1990s,teenager
16182,5,Jerry Spinelli,Orchard Books,>=2000,millenial
16183,14,Lynne Ewing,Hyperion Books for Children,>=2000,teenager
16184,6,Lilian Jackson Braun,Putnam Pub Group,1980s-1990s,genx
16185,4,Elizabeth Ehrlich,Penguin USA,1980s-1990s,millenial
16186,7,Mary Daheim,Avon,1980s-1990s,millenial
16187,5,Ian Rankin,Orion mass market paperback,>=2000,genz
16188,4,Ethan Canin,Picador USA,1980s-1990s,millenial
16189,2,GREG BEAR,Del Rey,>=2000,millenial
16190,2,Louis L'Amour,Bantam Books,1980s-1990s,genx
16191,4,P. G. Wodehouse,Penguin Books,>=2000,millenial
16192,12,Robert M. Pirsig,"Fischer (Tb.), Frankfurt",before 1980s,millenial
16193,5,Deborah Crombie,Bantam Books,>=2000,millenial
16194,9,Douglas Coupland,Goldmann,1980s-1990s,millenial
16195,3,Antonie De Saint,"Editores Mexicanos Unidos, S.A.",1980s-1990s,millenial
16196,4,Piers Anthony,Tor Fantasy,1980s-1990s,genz
16197,4,Piers Anthony,Tor Fantasy,1980s-1990s,millenial
16198,4,Isaac Asimov,Spectra Books,1980s-1990s,millenial
16199,3,Sandra Brown,Bantam Dell Pub Group,1980s-1990s,millenial
16200,11,Linda Goodman,Perennial,1980s-1990s,genz
16201,8,Cokie Roberts,William Morrow,>=2000,millenial
16202,10,Berkeley Breathed,"Little, Brown",1980s-1990s,genx
